"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"LWI3E4IX","journalArticle","1995","Breuer, J.; Sieverding, L.; Apitz, J.","Postoperative therapy with low-dose nitric oxide inhalation in an infant with cardiogenic pulmonary hypertension","Applied Cardiopulmonary Pathophysiology","","","","","Inhaled nitric oxide (NO) as a therapeutic measure in newborns with persistent fetal circulation and in patients with adult respiratory distress syndrome has been reported by different authors. We describe the therapeutic use of inhalational NO in the post-operative management of an infant with secondary pulmonary hypertension due to an atrial and ventricular septal defect. After closure of both intracardiac defects recurrent pulmonary hypertensive crises developed and NO inhalation was started with 20 ppm. However, a dose of 5 ppm NO led to an almost maximal decrease in pulmonary artery pressure (- 26%) and pulmonary vascular resistance (- 49%) as well as an increase in cardiac output (+ 37%) and aortic pressure (+ 28%). Moreover, the CO2-responsiveness of the pulmonary vasculature was markedly decreased. After 5 days NO-therapy could be discontinued and the infant was discharged home 35 days later. Inhaled NO seems to be an important tool for the treatment of pulmonary hypertension during postoperative intensive care in children after surgery for congenital heart disease, but further studies are necessary to assess its efficacy and potential side effects.","1995","2025-05-21 20:36:36","2025-05-21 20:36:36","","147-151","","3","5","","","","","","","","","","","","","Scopus","","Scopus","","","<p>Cited By :1</p>","/home/fgsj/Zotero/storage/IT6IK262/display.html","","","Congenital heart disease; Nitric oxide; Pulmonary hypertension; Nitric oxide inhalation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S543PG9S","journalArticle","2002","García Fernández, J.","Anesthetic management of congenital heart diseases with a left-right shunt","Actualizaciones en Anestesiologia y Reanimacion","","","","","","2002","2025-05-21 20:37:59","2025-05-21 20:37:59","","3-7","","1","12","","","Manejo anestésico de las cardiopatías congénitas con cortocircuito izquierdo-derecho","","","","","","","","","","Scopus","","Scopus","","","<p>Cited By :1</p>","/home/fgsj/Zotero/storage/RE3X5KQ2/display.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9BAVHJ3U","journalArticle","2006","Liu, Y.-L.; Hu, S.-S.; Shen, X.-D.; Li, S.-J.; Wang, X.; Yan, J.; Cui, B.","Indications of arterial switch operation for complex congenital heart defect with severe pulmonary hypertension and ventriculoarterial disordant connection","National Medical Journal of China","","","","","Objective: To summarize the experience in arterial switch operation (ASO) for complex congenital heart defect (CHD) with severe pulmonary hypertension (PH) and ventriculoarterial discordant connection in children older than 6 months. Methods: Twenty-three consecutive pediatric patients suffering from severe CHD, such as transposition of great arteries (TGA), Taussing-Bing anomaly, etc, with moderate to severe PH, 15 male and 8 female, aged 7-84 months, with the body weight of 4.5-20.0 kg, pulmonary pressure of 24.0-80.0 mm Hg, and pulmonary resistance of 49.2-1261.9 dyn · s · cm-5 and with different complication such as left ventricular outflow tract obstruction (3 cases subpulmonary membrane (1 case), and subaortic membrane (1 case), underwent ASO under general anesthesia and extracorporeal circulation with low temperature (18°C -22°C) and low volume blood flow (50 ml · kg-1 · min-1). The complicated anomalies were corrected simultaneously. Nitric oxide and α-blocker were used to the children with PH during the peri-operational period. Results: Twenty children survived, and were cured and discharged with an obvious improvement of heart function, only one of which had sequel of coma due to cerebral anoxia. After operation the pulmonary pressure decreased to 23 mm Hg ± 9 mm Hg, significantly lower than that before operation (P = 0.000). Physical activities increased obviously. Three children died post-operatively of the reasons un-related to the pre-operative PH and pulmonary arterial resistance, with a mortality of 13.04%. Follow-up of 14 ± 8 months showed no death and complication. Conclusion: ASO can still realize satisfactory early results for the children older than 6 months suffering from complex CHD with moderate to severe PH and ventriculoarterial discordant connection provided they are in a rather good condition without severe cyanosis (SaO2 &gt; 60%) and with the pulmonary arterial resistance being acceptable (pressure of right atrium &lt; 1000 dyn · s · cm-5).","2006","2025-05-21 20:38:59","2025-05-21 20:38:59","","23-25","","1","86","","","","","","","","","","","","","Scopus","","Scopus","","","<p>Cited By :9</p>","/home/fgsj/Zotero/storage/A4N9AT38/display.html","","","Cardiac surgical procedures; Pulmonary hypertension; Transposition of the great arteries; Heart defects, congenital; Taussig-Bing anomal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YW36IRHJ","journalArticle","2000","Estanove, S.; Girard, C.; Bastien, O.; Piriou, V.; Lehot, J. J.","Inhaled nitric oxide: therapeutic applications in cardiac surgery","Bulletin De l'Academie Nationale De Medecine","","0001-4079","","","The occurrence of right ventricular failure secondary to pulmonary arterial hypertension is a major postoperative complication of cardiac surgery in children and adults. The selective pulmonary vasodilation produced by inhaled nitric oxide (NO) constitutes a fundamental therapeutic advance in the management of this pathology. NO binds immediately with haemoglobin, resulting in its immediate inactivation. This results in perfect maintenance of systemic and coronary blood pressures. A first study performed in 1989 after mitral valve replacement for mitral stenosis with pulmonary hypertension and clinical trials after surgical correction for congenital heart disease and heart transplantation with pulmonary hypertension suggested the efficacy and safety of 20 to 40 ppm NO concentrations in these indications. Potential toxicity of NO (NO2 production by oxidation, methaemoglobin formation) leads to caution with its use. Monitoring of NO concentration and methaemoglobin production is recommended, especially in new-borns.","2000","2025-05-21 20:40:19","2025-05-21 20:40:33","","1715-1726; discussion 1727-1729","","8","184","","Bull Acad Natl Med","[Inhaled nitric oxide","","","","","","","fre","","","","","PubMed","","PMID: 11471390","","","http://www.ncbi.nlm.nih.gov/pubmed/11471390","","Humans; Heart Defects, Congenital; Adult; Treatment Outcome; Child; Nitric Oxide; Cardiac Surgical Procedures; Vasodilator Agents; Administration, Inhalation; Heart Failure; Drug Monitoring; Patient Selection; Heart Transplantation; Postoperative Care; Hypertension, Pulmonary; Mitral Valve Stenosis; Ventricular Dysfunction, Right","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FGECHX8M","journalArticle","2001","Falcone, N.","Pulmonary hypertension in pediatric heart surgery","Revista Espanola De Anestesiologia Y Reanimacion","","0034-9356","","","Congenital heart disease can increase or decrease pulmonary blood flow, pulmonary vascular resistance (PVR) or pulmonary artery pressure (PAP). PAP is the product of PVR and pulmonary minute volume (Qp), such that pulmonary hypertension (PHT) may develop as a result of an increase in either PVR or Qp or both. Given that the pulmonary vascular bed is a low pressure system with high flow, any increase in resistance would generate PHT. The normal value of PVR is 2 Woods units (mm Hg/l/min). Increased PAP is due to hypoxic lesions of the endothelium, which release proteolytic enzymes that alter the balance of metabolites of arachidonic acid, regulators of pulmonary vasomotor tone. Hypoxia and acidosis cause intense pulmonary vasoconstriction (hypoxic vasoconstrictor reflex). An increase of PVR is due to a combination of vasoconstrictive processes and remodeling, with hypertrophy of the pulmonary artery. Structural lesions are related to hypertrophy of the endothelium, the transformation of fibroblasts to myocytes and the decrease of the alveolar/arteriolar ratio with the formation of new vessels.PHT may be primary or secondary to another disease. Primary PHT is a rare genetic disease. The most common secondary forms of PHT in pediatrics are due to persistence of neonatal anatomy (neonatal PHT), to heart diseases with left-right shunt (CIV, DAP, etc.), to diseases of the pulmonary parenchyma (interstitial viral infection, mucoviscidosis), and complications of heart surgery. All congenital heart diseases can lead to PHT if not treated promptly. Clinical signs of PHT are highly non-specific: dyspnea, fatigue, syncopes, exercise intolerance, precordialgia, cyanosis and edema. The best approaches to diagnosis and prognosis are echocardiography and cardiac catheterization with vasodilators. Anesthetics that do not alter PVR should be used in such patients, who are sensitive to changes in pulmonary ventilation, to changes in cardiac output and to anesthetics. The treatment of PHT during intra and postoperative pediatric surgery is based on the use of high inspirated oxygen concentration (100%), an adequate sedation and the use of vasodilators (prostaglandin I2, nitric oxide, sodium nitroprusiate and milrinone).","2001-12","2025-05-21 20:42:01","2025-05-21 20:42:21","","462-464","","10","48","","Rev Esp Anestesiol Reanim","","","","","","","","spa","","","","","PubMed","","PMID: 11792301","","","http://www.ncbi.nlm.nih.gov/pubmed/11792301","","Humans; Heart Defects, Congenital; Pulmonary Artery; Child; Child, Preschool; Infant; Postoperative Complications; Cardiac Surgical Procedures; Vasodilator Agents; Infant, Newborn; Anesthetics; Vasoconstriction; Pulmonary Circulation; Cardiac Output; Vascular Resistance; Hypertrophy; Pulmonary Wedge Pressure; Hypertension, Pulmonary; Barbiturates","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4QAXR6VJ","journalArticle","2001","Ramírez Ramírez, L.; Calderón Colmenero, J.; Zarco Martínez, E.; García Montes, J. A.; Molina Méndez, J.; Fernández de la Reguera, G.","Changes in oxygenation indexes with the use of nitric oxide in the postoperative period of congenital heart disease surgery in patients with severe pulmonary hypertension","Archivos De Cardiologia De Mexico","","1405-9940","","","In this clinical study, 7 pediatric patients with severe pulmonary artery hypertension, secondary to congenital heart disease, received inhaled nitric oxide at doses of 20 ppm in the acute postoperative management of congenital heart repair for 3.5 days. Monitoring included oxygenation index, alveoloarterial oxygen difference, pulmonary and systemic pressure, measurements were recorded previous to the NO administration; 1, 6, 12, 24, 36, 48 and 72 hours after treatment with NO, nitrous oxide (NO2) and seric methemoglobin also were monitored. RESULTS: Average age was 3.6 years. The oxygenation index before inhaling NO was 166 +/- 100, 72 hours following inhalation of NO the oxygenation index was 210 +/- 98. The alveolo-arterial baseline oxygen difference was 270 +/- 145; 72 hours after inhaling NO, it was 163 +/- 167. No decreases in pulmonary and systemic arterial pressure during NO inhalation occured. The levels of NO2 and seric methemoglobin were not toxic. CONCLUSIONS: Treatment with inhaled NO after cardiac surgery in children with severe pulmonary artery hypertension secondary to congenital heart disease may be useful to improve oxygenation with no changes in pulmonary and systemic arterial pressure. Inhaled NO at 20 ppm did not cause toxicity.","2001","2025-05-21 20:43:31","2025-05-21 20:43:52","","121-126","","2","71","","Arch Cardiol Mex","","","","","","","","spa","","","","","PubMed","","PMID: 11565303","","","http://www.ncbi.nlm.nih.gov/pubmed/11565303","","Female; Humans; Male; Retrospective Studies; Heart Defects, Congenital; Adolescent; Child; Infant; Nitric Oxide; Postoperative Period; Oxygen Consumption; Infant, Newborn; Severity of Illness Index; Cross-Sectional Studies; Hypertension, Pulmonary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IVXXQFC7","journalArticle","2018","Zheng, Shengxing; Wang, Qian; Ji, Lixia; Lu, Wenqing; Lian, Qingquan; Hu, Mingpin","Protective effects of ulinastatin combined with nitric oxide and prostaglandin E1 on lung injuries and coagulation in infants undergoing cardiopulmonary bypass","International Journal of Clinical and Experimental Medicine","","1940-5901","","https://e-century.us/files/ijcem/11/12/ijcem0076493.pdf","Cardiopulmonary bypass (CPB) may elicit a systemic inflammatory response leading to lung dysfunction, activating the coagulation system. This study investigated the effects of ulinastatin combined with nitric oxide and prostaglandin E1 (UPN) on pulmonary protection in infants undergoing CPB. Sixty Infants with congenital heart disease, undergoing CPB, were equally divided into five groups. Each group received, respectively, the following treatments: (1) 10000 U.kg(-1) of ulinastatin; (2) Intravenous infusion of 10 ng.kg(-1).min(-1) of PGE1; (3) Inhalation of 20 ppm nitric oxide; (4) Combination of all three agents (UPN); and (5) No treatment group during CPB. Plasma concentrations of sICAM-1, vWF, IL-6, and GMP-140 were measured at 5 time points: before CPB (T1), 30 minutes after the start of CPB (T2), at the end of CPB (T3), and 3 hours (T4) and 24 hours (T5) after termination of CPB. At the same time points, artery blood gas analysis was performed to calculate respiratory index (RI). Prothrombin time (PT), activated partial thromboplasin (APTT), and platelet number were also measured in the five groups at 3 hours and 24 hours after surgery, respectively. Postoperative blood loss and blood transfusions were recorded. It was found that the UPN group inhibited plasma levels of sICAM-1, vWF, IL-6, and GMP-140, while decreasing RI. At 3 hours and 24 hours after the operation, PT and APTT levels were significantly shortened and platelet numbers were obviously higher in the UPN group. Cumulative postoperative bleeding was significantly less in the UPN group. This study demonstrated that combination treatment of UPN protected patients from lung injury, decreased plasma vWF, sICAM-1, IL-6, and GMP-140 levels, while inhibiting platelet activation.","2018","2025-05-21 20:56:12","2025-05-21 20:57:28","","13329-13337","","12","11","","International Journal of Clinical and Experimental Medicine","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WEUY5ANE","conferencePaper","2009","Samankatiwat, P.","Closure of Ventricular Septal Defect with Severe Pulmonary Hypertension","17TH ANNUAL MEETING OF THE ASIAN SOCIETY FOR CARDIOVASCULAR AND THORACIC SURGERY - ASCVTS","978-88-7587-512-1","","","","Pulmonary hypertensive crisis (PHC) is a significant contributor to the morbidity and mortality of surgery for congenital heart defect In particular, ventricular septal defect with a severe increase in preoperative pulmonary vascular resistance (PVR) has a higher chance of developing pulmonary hypertension intra- and postoperatively Recently, pharmacological treatment, for example inhaled iloprost, has been reported as an effective drug for reducing high pulmonary pressure. In our institute, 12 high risk children were monitored in order to identify postoperative PHC after congenital heart repair Children with PHC were treated with aerosolized iloprost (0.5 mu g/kg). Eight of the 12 children had one or more episodes of PHC, secondary to the pulmonary vasoreactivity All responded to aerosolized iloprost treatment, as demonstrated by a fall in their mean pulmonary pressure Advances in pharmacological therapy have given more opportunities for the high risk patients to undergo surgery In medical the setting with limited access to nitric oxide, inhaled iloprost is an effective alternative treatment for postoperative PHC in children undergoing congenital heart surgery","2009","2025-05-21 20:59:55","2025-05-21 20:59:55","","89-91","","","","","","","","","","","Medimond S R L","40128 Bologna","English","","","","","Clarivate Analytics Web of Science","","Num Pages: 3 Web of Science ID: WOS:000281914400020","","","","","AEROSOLIZED ILOPROST; CHILDREN; CONGENITAL HEART-DISEASE","Yu, T. J.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17th Annual Meeting of the Asian-Society-for-Cardiovascular-and-Thoracic-Surgery","","","","","","","","","","","","","","",""
"BLZBA3M4","journalArticle","2022","Schlapbach, Luregn J.; Gibbons, Kristen S.; Horton, Stephen B.; Johnson, Kerry; Long, Debbie A.; Buckley, David H. F.; Erickson, Simon; Festa, Marino; d’Udekem, Yves; Alphonso, Nelson; Winlaw, David S.; Delzoppo, Carmel; Van Loon, Kim; Jones, Mark; Young, Paul J.; Butt, Warwick; Schibler, Andreas; NITRIC Study Group, the Australian and New Zealand Intensive Care Society Clinical Trials Group (ANZICS CTG), and the ANZICS Paediatric Study Group (PSG); Millar, Johnny; Masterson, Kate; Beca, John; Evans, Taryn; Coetzer, Shelley; Sherring, Claire; Darvas, Jennifer; O'Shaughnessy, Killian; Goh, Chong Tien; Harper, Gail; Barr, Sam; Kelly, Rae; Thomson, Hannah; Holmes, Kelly; Slade, Nigel; Andrews, David; Zazulak, Carla; Anderson, Benjamin; Blumenthal, Antje; Fooken, Jonas; Ergetu, Endrias; Gannon, Brenda; Le Marsney, Renate; Pham, Trang; Hennink, Annelies; Koomen, Erik; Van Belle-van Haaren, Nicole J.C.W.; Van Wijk, Bram","Effect of Nitric Oxide via Cardiopulmonary Bypass on Ventilator-Free Days in Young Children Undergoing Congenital Heart Disease Surgery: The NITRIC Randomized Clinical Trial","JAMA","","0098-7484","10.1001/jama.2022.9376","https://jamanetwork.com/journals/jama/fullarticle/2793781","","2022-07-05","2025-05-21 21:06:10","2025-05-21 21:06:10","2025-05-21 21:06:10","38","","1","328","","JAMA","Effect of Nitric Oxide via Cardiopulmonary Bypass on Ventilator-Free Days in Young Children Undergoing Congenital Heart Disease Surgery","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HRGIPW6U","journalArticle","2025","Long, Debbie A.; Gibbons, Kristen S.; Horton, Stephen B.; Johnson, Kerry; Buckley, David H. F.; Erickson, Simon; Festa, Marino; d’Udekem, Yves; Alphonso, Nelson; Le Marsney, Renate; Winlaw, David S.; Masterson, Kate; Van Loon, Kim; Young, Paul J.; Schibler, Andreas; Schlapbach, Luregn J.; Butt, Warwick; NITRIC Study Group and the Australian and New Zealand Intensive Care Society Paediatric Study Group (ANZICS PSG); Millar, Johnny; DelZoppo, Carmel; Beca, John; Evans, Taryn; Coetzer, Shelley; Sherring, Claire; O'Shaughnessy, Killian; Goh, Chong Tien; Harper, Gail; Barr, Sam; Kelly, Rae; Thomson, Hannah; Holmes, Kelly; Slade, Nigel; Andrews, David; Zazulak, Carla; Anderson, Benjamin; Minogue, Jessicah; Blumenthal, Antje; Fooken, Jonas; Ergetu, Endrias; Gannon, Brenda; Pham, Trang; Hennick, Annelies; Van Bell-van Haaren, Nicole; Van Wijk, Bram; Koomen, Erik; Pellegrini, Breanna; George, Shane; Balit, Corrine; Oberender, Felix; Erickson, Simon; Chubes Flores, Jenipher; Charles, Karina; Raman, Sai; Waak, Michaela; Williams, Tara; Long, Debbie; Butt, Warwick; Gelbart, Ben; Masterson, Kate; Milllar, Johnny; Ganeshalingam, Anusha; Singh, Puneet; Smith, Vicky; Gibbons, Kristen; Schlapbach, Luregn; Schults, Jessica; Darvas, Jennifer; Festa, Marino","Neurodevelopmental Outcomes After Nitric Oxide During Cardiopulmonary Bypass for Open Heart Surgery: A Randomized Clinical Trial","JAMA Network Open","","2574-3805","10.1001/jamanetworkopen.2024.58040","https://jamanetwork.com/journals/jamanetworkopen/fullarticle/2829858","Importance               Children with congenital heart defects who undergo cardiopulmonary bypass (CPB) surgery are at risk for delayed or impaired neurodevelopmental outcomes. Nitric oxide (NO) added to the CPB oxygenator may reduce systemic inflammation due to CPB and improve recovery from surgery, including improved neurodevelopmental outcomes.                                         Objective               To investigate neurodevelopment, health-related quality of life (HRQOL), and factors associated with impaired neurodevelopment at 12 months post surgery in infants who received CPB with NO or standard CPB.                                         Design, Setting, and Participants               This double-masked randomized clinical trial was conducted in 6 centers in Australia, New Zealand, and the Netherlands between July 19, 2017, and April 28, 2021, with a preplanned prospective follow-up 12 months postrandomization completed on August 5, 2022. The cohort included 1364 infants younger than 2 years who underwent open heart surgery with CPB for congenital heart disease.                                         Interventions               The intervention group received NO 20 ppm into the CPB oxygenator. The control group received standard CPB.                                         Main Outcomes and Measures               The primary outcome was neurodevelopment, defined as the Ages and Stages Questionnaire, Third Edition (ASQ-3) total score. Secondary outcomes were HRQOL and functional status as measured by Pediatric Quality of Life Inventory and modified Pediatric Overall Performance Category scores, respectively. Sensitivity analyses modeled the outcome for patients lost to follow-up.                                         Results               Of 1318 infants alive 12 months after randomization, follow-up was performed in 927, with 462 patients in the NO group and 465 in the standard care group (median [IQR] age at follow-up, 16.6 [13.7-19.8] months; median [IQR] time since randomization, 12.7 [12.1-13.9] months; 516 male [55.7%]). There were no differences between the NO and standard care groups in ASQ-3 total score (mean [SD], 196.6 [75.4] vs 198.7 [73.8], respectively; adjusted mean difference, −2.24; 95% CI, −11.84 to 7.36). There were no differences in secondary outcomes. Prematurity (gestational age &amp;lt;37 weeks), univentricular lesions, congenital syndromes, and longer intensive care unit length of stay were associated with lower ASQ-3 total scores in adjusted multivariable analyses.                                         Conclusions and Relevance               In this randomized clinical trial of infants with congenital heart disease, NO administered via the CPB oxygenator did not improve neurodevelopmental outcomes or HRQOL 12 months after open heart surgery. Further research should explore homogenous cohorts with higher surgical risk and higher-dose or alternative therapies.                                         Trial Registration                                ANZCTR Identifier:                 ACTRN12617000821392","2025-02-05","2025-05-21 21:06:17","2025-05-21 21:06:17","2025-05-21 21:06:17","e2458040","","2","8","","JAMA Netw Open","Neurodevelopmental Outcomes After Nitric Oxide During Cardiopulmonary Bypass for Open Heart Surgery","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3QUF5G9Z","journalArticle","2025","Wu, Zimu; Cribb, Lachlan; Wolfe, Rory; Shah, Raj C.; Orchard, Suzanne G.; Owen, Alice; Woods, Robyn L.; Vishwanath, Swarna; Chong, Trevor T.-J.; Sheets, Kerry M.; Murray, Anne M.; Ryan, Joanne","Cardiometabolic Trajectories Preceding Dementia in Community-Dwelling Older Individuals","JAMA Network Open","","2574-3805","10.1001/jamanetworkopen.2024.58591","https://jamanetwork.com/journals/jamanetworkopen/fullarticle/2830027","Importance               Poor cardiometabolic health is a risk factor associated with cognitive impairment in later life, but it remains unclear whether cardiometabolic trajectories can serve as early markers associated with dementia.                                         Objective               To compare cardiometabolic trajectories that precede dementia diagnosis with those among individuals without dementia.                                         Design, Setting, and Participants               This case-control study analyzed a sample drawn from community-dwelling participants in the Aspirin in Reducing Events in the Elderly (ASPREE) study. Recruitment through primary care physicians occurred between March 2010 and December 2014, with participants followed up for a maximum of 11 years. Dementia cases were matched on sociodemographic characteristics and time of diagnosis to dementia-free controls. Data analysis was performed between February and June 2024.                                         Exposures               Body mass index (BMI), waist circumference, systolic and diastolic blood pressure, glucose levels, high- and low-density lipoprotein (HDL and LDL) and total cholesterol levels, and triglyceride levels were measured repeatedly between 2010 and 2022.                                         Main Outcomes and Measures                                Dementia (                 Diagnostic and Statistical Manual of Mental Disorders                 [                 Fourth Edition                 ] criteria) was adjudicated by an international expert panel.                                                        Results                                Among 5390 participants (mean [SD] age, 76.9 [4.8] years; 2915 women [54.1%]), there were 2655 individuals (49.3%) with less than 12 years of education. The study included 1078 dementia cases and 4312 controls. Up to a decade before diagnosis, dementia cases compared with controls had lower BMI for all years from −7 years (marginal estimate, 27.52 [95% CI, 27.24 to 27.79] vs 28.00 [95% CI, 27.86 to 28.14]; contrast                 P                  = 002) to 0 years (marginal estimate, 26.09 [95% CI, 25.81 to 26.36] vs 27.22 [95% CI, 27.09 to 27.36]; contrast                 P                  &amp;lt; .001) and lower waist circumference for all years from −10 years (marginal estimate, 95.45 cm [95% CI, 94.33 to 96.57 cm] vs 97.35 cm [95% CI, 96.79 to 97.92 cm]; contrast                 P                  = .003) to 0 years (marginal estimate, 93.90 [95% CI, 93.15 cm to 94.64 cm] vs 96.67 cm [95% CI, 96.30 to 97.05 cm]; contrast                 P                  &amp;lt; .001); cases also had a faster decline in BMI (linear change β, −0.13 [95% CI, −0.19 to −0.08]) and waist circumference (linear change β, −0.30 cm [95% CI, −0.51 to −0.08 cm]). Compared with controls, cases generally had higher HDL levels, in particular from 5 years (marginal estimate, 62.57 mg/dL [95% CI, 61.59 to 63.56 mg/dL] vs 60.84 mg/dL [95% CI, 60.35 to 61.34 mg/dL]; contrast                 P                  = .002) to 3 years (marginal estimate, 62.78 mg/dL [95% CI, 61.82 to 63.74 mg/dL] vs 61.08 mg/dL [95% CI, 60.60 to 61.56 mg/dL]; contrast                 P                  = .002) before dementia but with a decline in levels just before diagnosis (linear change β, −0.47 mg/dL [95% CI, −0.86 to −0.07 mg/dL]). Dementia cases had lower systolic blood pressure and triglyceride levels in the decade before diagnosis and higher LDL and total cholesterol levels, but these were not significantly different from controls.                                                        Conclusions and Relevance               In this study of older individuals, decline in BMI, waist circumference, and HDL occurred up to a decade before dementia diagnosis. These findings provide insights into cardiometabolic changes preceding dementia and the potential for early monitoring and intervention.","2025-02-07","2025-05-21 21:06:18","2025-05-21 21:06:18","2025-05-21 21:06:18","e2458591","","2","8","","JAMA Netw Open","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/home/fgsj/Zotero/storage/64V3PHLC/Wu et al. - 2025 - Cardiometabolic Trajectories Preceding Dementia in Community-Dwelling Older Individuals.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
